row_ref,field_key,issue_type,severity,details,original,suggestion,human_decision,notes
ROW:2|KEY:GENeQnumber,GENeQnumber,Jargon,Medium,Contains: entity,Please confirm how many eQ connections this entity should be linked to. Please fill number,Please confirm how many eQ connections this company should be linked to. Please fill number,,
ROW:2|KEY:When_adding_Key_Principals_to_the_structure_please_link_all_directors_shareholders_partners_and_corporate_entities_connected_to_the_businessorganisation_which_may_include_General_Partner_Corporate_Director_Company_Secretary_Beneficial_ownersControlling_persons_etc_For_Limited_Liability_Partnerships_please_identify_all_Managing_Partners_if_corporate_entities_include_their_ownership_For_Limited_Partnerships_please_identify_all_General_Partners_if_corporate_entities_include_their_ownership_and_also_provide_details_of_the_Directors_and_Company_Secretary_of_the_General_Partners_if_a_company_or_MembersPartners_if_a_Limited_Liability_Partnership_For_trusts_please_include_all_named_parties_to_the_trust_if_corporate_entities_include_their_ownership_Please_include_all_individualslegal_entityies_that_have_a_controlling_or_material_interest_in_the_organisationbusiness_Please_ensure_that_details_are_provided_for_every_individuallegal_entity_who_directly_or_indirectly_owns_or_controls_25_or_more_of_the_businessorganisation_and_those_that_hold_a_material_interest_for_High_Risk_applications_this_would_be_10_or_more_Refer_to_glossary_contained_in_wwwrbsinternationalcomtaxresidency_for_definition_on_Controlling_person_Material_Interest_is_defined_as_those_beneficial_ownerscontrolling_persons_who_may_have_effective_control_over_the_capital_or_assets_whilst_not_holding_a_significant_percentage_ownership_In_all_instances_full_ownership_and_control_structure_needs_to_be_keyed_or_your_application_might_be_rejected_and_you_will_be_required_to_apply_again,When_adding_Key_Principals_to_the_structure_please_link_all_directors_shareholders_partners_and_corporate_entities_connected_to_the_businessorganisation_which_may_include_General_Partner_Corporate_Director_Company_Secretary_Beneficial_ownersControlling_persons_etc_For_Limited_Liability_Partnerships_please_identify_all_Managing_Partners_if_corporate_entities_include_their_ownership_For_Limited_Partnerships_please_identify_all_General_Partners_if_corporate_entities_include_their_ownership_and_also_provide_details_of_the_Directors_and_Company_Secretary_of_the_General_Partners_if_a_company_or_MembersPartners_if_a_Limited_Liability_Partnership_For_trusts_please_include_all_named_parties_to_the_trust_if_corporate_entities_include_their_ownership_Please_include_all_individualslegal_entityies_that_have_a_controlling_or_material_interest_in_the_organisationbusiness_Please_ensure_that_details_are_provided_for_every_individuallegal_entity_who_directly_or_indirectly_owns_or_controls_25_or_more_of_the_businessorganisation_and_those_that_hold_a_material_interest_for_High_Risk_applications_this_would_be_10_or_more_Refer_to_glossary_contained_in_wwwrbsinternationalcomtaxresidency_for_definition_on_Controlling_person_Material_Interest_is_defined_as_those_beneficial_ownerscontrolling_persons_who_may_have_effective_control_over_the_capital_or_assets_whilst_not_holding_a_significant_percentage_ownership_In_all_instances_full_ownership_and_control_structure_needs_to_be_keyed_or_your_application_might_be_rejected_and_you_will_be_required_to_apply_again,Jargon,Medium,"Contains: beneficial owner, entity","When adding Key Principals to the structure, please link all directors, shareholders, partners and corporate entities connected to the business/organisation which may include General Partner, Corporate Director, Company Secretary, Beneficial owners/Controlling persons* etc.

For Limited Liability Partnerships, please identify all Managing Partners (if corporate entities include their ownership).

For Limited Partnerships, please identify all General Partners (if corporate entities include their ownership), and also provide details of the Directors and Company Secretary of the General Partner/s (if a company) or Members/Partners (if a Limited Liability Partnership).

For trusts, please include all named parties to the trust (if corporate entities include their ownership).

Please include all individual(s)/legal entity(ies) that have a controlling or material interest** in the organisation/business. Please ensure that details are provided for every individual/legal entity who directly or indirectly owns or controls 25% or more of the business/organisation and those that hold a material interest. (for High Risk applications this would be 10% or more)

*Refer to glossary contained in www.rbsinternational.com/taxresidency for definition on Controlling person.

**Material Interest is defined as those beneficial owners/controlling persons who may have effective control over the capital or assets whilst not holding a significant percentage ownership.

In all instances full ownership and control structure needs to be keyed or your application might be rejected and you will be required to apply again.","When adding Key Principals to the structure, please link all directors, shareholders, partners and corporate entities connected to the business/organisation which may include General Partner, Corporate Director, Company Secretary, actual owners/Controlling persons* etc.

For Limited Liability Partnerships, please identify all Managing Partners (if corporate entities include their ownership).

For Limited Partnerships, please identify all General Partners (if corporate entities include their ownership), and also provide details of the Directors and Company Secretary of the General Partner/s (if a company) or Members/Partners (if a Limited Liability Partnership).

For trusts, please include all named parties to the trust (if corporate entities include their ownership).

Please include all individual(s)/legal company(ies) that have a controlling or material interest** in the organisation/business. Please ensure that details are provided for every individual/legal company who directly or indirectly owns or controls 25% or more of the business/organisation and those that hold a material interest. (for High Risk applications this would be 10% or more)

*Refer to glossary contained in www.rbsinternational.com/taxresidency for definition on Controlling person.

**Material Interest is defined as those actual owners/controlling persons who may have effective control over the capital or assets whilst not holding a significant percentage ownership.

In all instances full ownership and control structure needs to be keyed or your application might be rejected and you will be required to apply again.",,
ROW:2|KEY:When_uploading_the_mandate_document_please_ensure_it_is_dated_and_has_been_signed_by_the_individuals_with_the_correct_authority,When_uploading_the_mandate_document_please_ensure_it_is_dated_and_has_been_signed_by_the_individuals_with_the_correct_authority,Jargon,Medium,Contains: mandate,When uploading the mandate document please ensure it is dated and has been signed by the individual/s with the correct authority.,When uploading the mandate document please ensure it is dated and has been signed by the individual/s with the correct authority.,,
ROW:2|KEY:GENIntermediaryID,GENIntermediaryID,Jargon,Medium,Contains: intermediary,Intermediary to be linked to CRM Customer Record,middle company to be linked to CRM Customer Record,,
ROW:2|KEY:SPEAppRFTReasonMandate,SPEAppRFTReasonMandate,Jargon,Medium,Contains: mandate,Reason for application not being completed Right First Time ( Mandate Issues),Reason for application not being completed Right First Time ( Mandate Issues),,
ROW:2|KEY:SPEAppRFTReasonMandateOther,SPEAppRFTReasonMandateOther,Jargon,Medium,Contains: mandate,Other ( Mandate Issues) - Please Specify,Other ( Mandate Issues) - Please Specify,,
ROW:2|KEY:Non_High_Appetite_Jurisdiction_Questionnaire__RD_to_complete_where_Jurisdiction_of_incorporation_of_the_entity_requiring_a_bank_account_is_a_Limited_Low_or_No_Appetite_country,Non_High_Appetite_Jurisdiction_Questionnaire__RD_to_complete_where_Jurisdiction_of_incorporation_of_the_entity_requiring_a_bank_account_is_a_Limited_Low_or_No_Appetite_country,Jargon,Medium,"Contains: jurisdiction, entity","Non High Appetite Jurisdiction Questionnaire - [RD to complete where Jurisdiction of incorporation of the entity requiring a bank account is a 'Limited', 'Low' or 'No Appetite' country]","Non High Appetite country or region Questionnaire - [RD to complete where country or region of incorporation of the company requiring a bank account is a 'Limited', 'Low' or 'No Appetite' country]",,
ROW:2|KEY:SPENonHighBusAppWhyJur,SPENonHighBusAppWhyJur,Jargon,Medium,"Contains: jurisdiction, entity",Reason why - do we understand why the entity is structured in the jurisdiction? - RD TO COMPLETE,Reason why - do we understand why the company is structured in the country or region? - RD TO COMPLETE,,
ROW:2|KEY:Non_High_Appetite_Jurisdiction_Questionnaire__Investor_base,Non_High_Appetite_Jurisdiction_Questionnaire__Investor_base,Jargon,Medium,Contains: jurisdiction,Non High Appetite Jurisdiction Questionnaire - Investor base,Non High Appetite country or region Questionnaire - Investor base,,
ROW:2|KEY:SPENonHighBusAppRegulatoryStandards,SPENonHighBusAppRegulatoryStandards,Jargon,Medium,Contains: regulatory,Has it been conducted to local regulatory standards? - RD TO COMPLETE,Has it been conducted to local regulatory standards? - RD TO COMPLETE,,
ROW:2|KEY:Non_High_Appetite_Jurisdiction_Questionnaire__Investment_Strategy,Non_High_Appetite_Jurisdiction_Questionnaire__Investment_Strategy,Jargon,Medium,Contains: jurisdiction,Non High Appetite Jurisdiction Questionnaire - Investment Strategy ,Non High Appetite country or region Questionnaire - Investment Strategy ,,
ROW:2|KEY:Non_High_Appetite_Jurisdiction_Questionnaire__Constitution_and_Capacity,Non_High_Appetite_Jurisdiction_Questionnaire__Constitution_and_Capacity,Jargon,Medium,Contains: jurisdiction,Non High Appetite Jurisdiction Questionnaire - Constitution and Capacity ,Non High Appetite country or region Questionnaire - Constitution and Capacity ,,
ROW:2|KEY:SPENonHighBusAppEntityProperlyFormed,SPENonHighBusAppEntityProperlyFormed,Jargon,Medium,Contains: entity,Is entity properly formed and does it/the officers have capacity? - RD TO COMPLETE,Is company properly formed and does it/the officers have capacity? - RD TO COMPLETE,,
ROW:2|KEY:SPENonHighBusAppMandateAppropriate,SPENonHighBusAppMandateAppropriate,Jargon,Medium,Contains: mandate,Mandate should be appropriate for the counter-party - ensure appropriate mandate used. - RD TO COMPLETE,Mandate should be appropriate for the counter-party - ensure appropriate mandate used. - RD TO COMPLETE,,
ROW:2|KEY:Non_High_Appetite_Jurisdiction_Questionnaire__Control,Non_High_Appetite_Jurisdiction_Questionnaire__Control,Jargon,Medium,Contains: jurisdiction,Non High Appetite Jurisdiction Questionnaire - Control ,Non High Appetite country or region Questionnaire - Control ,,
ROW:2|KEY:SPENonHighBusAppFSBExerciseControl,SPENonHighBusAppFSBExerciseControl,Jargon,Medium,Contains: entity,Where FSB introduced relationship does the FSB exercise control over the entity? - RD TO COMPLETE,Where FSB introduced relationship does the FSB exercise control over the company? - RD TO COMPLETE,,
ROW:2|KEY:SPENonHighBusAppControllerslocal,SPENonHighBusAppControllerslocal,Jargon,Medium,Contains: jurisdiction,Where a direct relationship are the controllers local/ in a within appetite jurisdiction? – (Care re a distant direct relationship with no local presence) - RD TO COMPLETE,Where a direct relationship are the controllers local/ in a within appetite country or region? – (Care re a distant direct relationship with no local presence) - RD TO COMPLETE,,
ROW:2|KEY:Non_High_Appetite_Jurisdiction_Questionnaire__Tax_Risk_Appetite,Non_High_Appetite_Jurisdiction_Questionnaire__Tax_Risk_Appetite,Jargon,Medium,Contains: jurisdiction,Non High Appetite Jurisdiction Questionnaire - Tax Risk Appetite,Non High Appetite country or region Questionnaire - Tax Risk Appetite,,
ROW:2|KEY:Non_High_Appetite_Jurisdiction_Questionnaire__Cross_Border,Non_High_Appetite_Jurisdiction_Questionnaire__Cross_Border,Jargon,Medium,Contains: jurisdiction,Non High Appetite Jurisdiction Questionnaire - Cross Border,Non High Appetite country or region Questionnaire - Cross Border,,
ROW:2|KEY:Non_High_Appetite_Jurisdiction_Questionnaire__Reputational_Risk,Non_High_Appetite_Jurisdiction_Questionnaire__Reputational_Risk,Jargon,Medium,Contains: jurisdiction,Non High Appetite Jurisdiction Questionnaire - Reputational Risk ,Non High Appetite country or region Questionnaire - Reputational Risk ,,
ROW:2|KEY:Non_High_Appetite_Jurisdiction_Questionnaire__Internal_approval,Non_High_Appetite_Jurisdiction_Questionnaire__Internal_approval,Jargon,Medium,Contains: jurisdiction,Non High Appetite Jurisdiction Questionnaire - Internal approval,Non High Appetite country or region Questionnaire - Internal approval,,
ROW:2|KEY:SPEHeadofIBBAApproversRationale,SPEHeadofIBBAApproversRationale,Jargon,Medium,Contains: jurisdiction,Jurisdictional Head of IB: Business Appetite Approver rationale on why supportive of proceeding with on-boarding. ,country or regional Head of IB: Business Appetite Approver rationale on why supportive of proceeding with on-boarding. ,,
ROW:2|KEY:ENTITY_KDE_CHECKLIST,ENTITY_KDE_CHECKLIST,Jargon,Medium,Contains: entity,ENTITY KDE CHECKLIST,company KDE CHECKLIST,,
ROW:2|KEY:SPEOBCHECKExitsAndDeclines,SPEOBCHECKExitsAndDeclines,Jargon,Medium,Contains: entity,OBT - Check that the entity has not been previously exited or declined in CRM,OBT - Check that the company has not been previously exited or declined in CRM,,
ROW:2|KEY:SPENASCHECKExitsAndDeclines,SPENASCHECKExitsAndDeclines,Jargon,Medium,Contains: entity,NAS - Check that the entity has not been previously exited or declined in CRM,NAS - Check that the company has not been previously exited or declined in CRM,,
ROW:2|KEY:SPEOBCHECKNonResidentJurisdiction,SPEOBCHECKNonResidentJurisdiction,Jargon,Medium,Contains: jurisdiction,OBT - Do the Trading or mailing addresses match the jurisdiction the account is being opened in? If not then rationale to be documented in a File Note,OBT - Do the Trading or mailing addresses match the country or region the account is being opened in? If not then rationale to be documented in a File Note,,
ROW:2|KEY:SPENASCHECKNonResidentJurisdiction,SPENASCHECKNonResidentJurisdiction,Jargon,Medium,Contains: jurisdiction,NAS - Do the Trading or mailing addresses match the jurisdiction the account is being opened in? If not then rationale to be documented in a File Note,NAS - Do the Trading or mailing addresses match the country or region the account is being opened in? If not then rationale to be documented in a File Note,,
ROW:2|KEY:SPEOBCHECKLegalEntityType,SPEOBCHECKLegalEntityType,Jargon,Medium,Contains: entity,OBT - Legal Entity Type,OBT - Legal company Type,,
ROW:2|KEY:SPENASCHECKLegalEntityType,SPENASCHECKLegalEntityType,Jargon,Medium,Contains: entity,NAS - Legal Entity Type,NAS - Legal company Type,,
ROW:2|KEY:SPEOBCHECKCompanyRegistryAndCompanyDocumentsObtained,SPEOBCHECKCompanyRegistryAndCompanyDocumentsObtained,Jargon,Medium,Contains: entity,"OBT- Companies Registry Search Has a search been completed? Has it confirmed that the entity has not been/ in process of being struck off, dissolved, wound up or terminated. If search not possible need to obtain a certification as per entity guidance. To include the correct Country of Incorporation, Date of Incorporation and Registration Number","OBT- Companies Registry Search Has a search been completed? Has it confirmed that the company has not been/ in process of being struck off, dissolved, wound up or terminated. If search not possible need to obtain a certification as per company guidance. To include the correct Country of Incorporation, Date of Incorporation and Registration Number",,
ROW:2|KEY:SPENASCHECKCompanyRegistryAndCompanyDocumentsObtained,SPENASCHECKCompanyRegistryAndCompanyDocumentsObtained,Jargon,Medium,Contains: entity,"NAS - Companies Registry Search Has a search been completed? Has it confirmed that the entity has not been/ in process of being struck off, dissolved, wound up or terminated. If search not possible need to obtain a certification as per entity guidance.To include the correct Country of Incorporation, Date of Incorporation and Registration Number","NAS - Companies Registry Search Has a search been completed? Has it confirmed that the company has not been/ in process of being struck off, dissolved, wound up or terminated. If search not possible need to obtain a certification as per company guidance.To include the correct Country of Incorporation, Date of Incorporation and Registration Number",,
ROW:2|KEY:SPEOBCHECKPepsandDisproportionateCash,SPEOBCHECKPepsandDisproportionateCash,Jargon,Medium,Contains: nominee,"OBT - All PEP,  Disproportionate cash, Nominee Shareholder, Money Service Business, High Risk Trading and Unusual Circumstances questions completed","OBT - All PEP,  Disproportionate cash, Nominee Shareholder, Money Service Business, High Risk Trading and Unusual Circumstances questions completed",,
ROW:2|KEY:SPENASCHECKPepsandDisproportionateCash,SPENASCHECKPepsandDisproportionateCash,Jargon,Medium,Contains: nominee,"NAS - All PEP,  Disproportionate cash, Nominee Shareholder, Money Service Business, High Risk Trading and Unusual Circumstances questions completed","NAS - All PEP,  Disproportionate cash, Nominee Shareholder, Money Service Business, High Risk Trading and Unusual Circumstances questions completed",,
ROW:2|KEY:SPEOBCHECKFSBLog,SPEOBCHECKFSBLog,Jargon,Medium,Contains: intermediary,OBT - Intermediary license checked against FSB log,OBT - middle company license checked against FSB log,,
ROW:2|KEY:SPENASCHECKFSBLog,SPENASCHECKFSBLog,Jargon,Medium,Contains: intermediary,NAS - Intermediary license checked against FSB log,NAS - middle company license checked against FSB log,,
ROW:2|KEY:Mandate_Checklist,Mandate_Checklist,Jargon,Medium,Contains: mandate,Mandate Checklist,Mandate Checklist,,
ROW:2|KEY:SPEOBCHECKMandateChecklistComplete,SPEOBCHECKMandateChecklistComplete,Jargon,Medium,Contains: mandate,OBT - Mandate Checklist Complete?,OBT - Mandate Checklist Complete?,,
ROW:2|KEY:SPENASCHECKMandateChecklistComplete,SPENASCHECKMandateChecklistComplete,Jargon,Medium,Contains: mandate,NAS - Mandate Checklist Complete?,NAS - Mandate Checklist Complete?,,
ROW:2|KEY:SPEOBCHECKDateMandateSigned,SPEOBCHECKDateMandateSigned,Jargon,Medium,Contains: mandate,OBT - Date Mandate Signed,OBT - Date Mandate Signed,,
ROW:2|KEY:SPENASCHECKDateMandateSigned,SPENASCHECKDateMandateSigned,Jargon,Medium,Contains: mandate,NAS - Date Mandate Signed,NAS - Date Mandate Signed,,
ROW:2|KEY:SPEOBCHECKISVNonPersonalSignOff,SPEOBCHECKISVNonPersonalSignOff,Jargon,Medium,Contains: intermediary,"OBT - ISV Non-Personal Sign Off - Where intermediary signatories appointed, check if base account is in operation, if so add base account number to front sheet or section 2b of the ISV signature update sheet.
CARE - where third parties signing alongside the Intermediary an ISV sheet will need to be used.","OBT - ISV Non-Personal Sign Off - Where middle company signatories appointed, check if base account is in operation, if so add base account number to front sheet or section 2b of the ISV signature update sheet.
CARE - where third parties signing alongside the middle company an ISV sheet will need to be used.",,
ROW:2|KEY:SPENASCHECKISVNonPersonalSignOff,SPENASCHECKISVNonPersonalSignOff,Jargon,Medium,Contains: intermediary,"NAS - ISV Non-Personal Sign Off - Where intermediary signatories appointed, check if base account is in operation, if so add base account number to front sheet or section 2b of the ISV signature update sheet.
CARE - where third parties signing alongside the Intermediary an ISV sheet will need to be used.","NAS - ISV Non-Personal Sign Off - Where middle company signatories appointed, check if base account is in operation, if so add base account number to front sheet or section 2b of the ISV signature update sheet.
CARE - where third parties signing alongside the middle company an ISV sheet will need to be used.",,
ROW:2|KEY:SPEOBCHECKTaxComboAndDomesticIndicators,SPEOBCHECKTaxComboAndDomesticIndicators,Jargon,Medium,Contains: entity,"OBT - FATCA/ CRS Combinations: All combinations checked? (i.e. reference table, US factors, if sponsored is SP in GIIN, is GIIN quoted but FI not ticked?)

FATCA/CRS - Confirm checks against Entity and KPs for any non-domestic indicators and request KYC where required","OBT - FATCA/ CRS Combinations: All combinations checked? (i.e. reference table, US factors, if sponsored is SP in GIIN, is GIIN quoted but FI not ticked?)

FATCA/CRS - Confirm checks against company and KPs for any non-domestic indicators and request KYC where required",,
ROW:2|KEY:SPENASCHECKTaxComboAndDomesticIndicators,SPENASCHECKTaxComboAndDomesticIndicators,Jargon,Medium,Contains: entity,"NAS - FATCA/ CRS Combinations: All combinations checked? (i.e. reference table, US factors, if sponsored is SP in GIIN, is GIIN quoted but FI not ticked?)

FATCA/CRS - Confirm checks against Entity and KPs for any non-domestic indicators and request KYC where required","NAS - FATCA/ CRS Combinations: All combinations checked? (i.e. reference table, US factors, if sponsored is SP in GIIN, is GIIN quoted but FI not ticked?)

FATCA/CRS - Confirm checks against company and KPs for any non-domestic indicators and request KYC where required",,
ROW:2|KEY:If_you_are_applying_for_an_account_in_the_UK_but_the_entity_for_which_you_are_requesting_an_account_is_not_incorporated_in_the_UK_you_may_wish_to_contact_your_Relationship_Director_first_in_order_to_discuss_your_requirements,If_you_are_applying_for_an_account_in_the_UK_but_the_entity_for_which_you_are_requesting_an_account_is_not_incorporated_in_the_UK_you_may_wish_to_contact_your_Relationship_Director_first_in_order_to_discuss_your_requirements,Pronoun Usage,Medium,Uses third-person instead of 'you/your',"If you are applying for an account in the UK but the entity for which you are requesting an account is not incorporated in the UK, you may wish to contact your Relationship Director first, in order to discuss your requirements","If you are applying for an account in the UK but your company for which you are requesting an account is not incorporated in the UK, you may wish to contact your Relationship Director first, in order to discuss your requirements",,
ROW:2|KEY:GENIndicativeAppetite3rdPartyAdministrator,GENIndicativeAppetite3rdPartyAdministrator,Pronoun Usage,Medium,Uses third-person instead of 'you/your',"Does the entity, for which you’re looking to open an account, have a 3rd party administrator?","Does your company, for which you’re looking to open an account, have a 3rd party administrator?",,
ROW:2|KEY:GENIndicativeAppetiteCountryRegistration,GENIndicativeAppetiteCountryRegistration,Pronoun Usage,Medium,Uses third-person instead of 'you/your',"In relation to the Incorporation of the entity requiring a bank account, can you please specify the Country of registration/formation/Establishment?","In relation to the Incorporation of your company requiring a bank account, can you please specify the Country of registration/formation/Establishment?",,
ROW:2|KEY:GENindicativeAppetiteSWFinvestorownership,GENindicativeAppetiteSWFinvestorownership,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Percentage ownership (of the customer),Percentage ownership (of you),,
ROW:2|KEY:GENIndicativeAppetiteRiskadversedetails,GENIndicativeAppetiteRiskadversedetails,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Please provide details of any other risk factor and/or adverse information you are aware of in relation to the customer or its key principals and beneficial owners.,Please provide details of any other risk factor and/or adverse information you are aware of in relation to you or its key principals and beneficial owners.,,
ROW:2|KEY:GENUKIndicativeAppetite3rdPartyAdministrator,GENUKIndicativeAppetite3rdPartyAdministrator,Pronoun Usage,Medium,Uses third-person instead of 'you/your',"Does the entity, for which you’re looking to open an account, have a 3rd party administrator?","Does your company, for which you’re looking to open an account, have a 3rd party administrator?",,
ROW:2|KEY:GENUKIndicativeAppetiteCountryRegistration,GENUKIndicativeAppetiteCountryRegistration,Pronoun Usage,Medium,Uses third-person instead of 'you/your',"In relation to the Incorporation of the entity requiring a bank account, can you please specify the Country of registration/formation/Establishment?","In relation to the Incorporation of your company requiring a bank account, can you please specify the Country of registration/formation/Establishment?",,
ROW:2|KEY:GENUKIndicativeAppetiteSWFinvestorownership,GENUKIndicativeAppetiteSWFinvestorownership,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Percentage ownership (of the customer),Percentage ownership (of you),,
ROW:2|KEY:GENIndicativeAppetiteRiskadversedetailsother,GENIndicativeAppetiteRiskadversedetailsother,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Are you aware of any other high risk factor and/or adverse information in relation to the customer or its key principals and beneficial owners?,Are you aware of any other high risk factor and/or adverse information in relation to you or its key principals and beneficial owners?,,
ROW:2|KEY:GENUKIndicativeAppetiteRiskadversedetailsother,GENUKIndicativeAppetiteRiskadversedetailsother,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Are you aware of any other high risk factor and/or adverse information in relation to the customer or its key principals and beneficial owners?,Are you aware of any other high risk factor and/or adverse information in relation to you or its key principals and beneficial owners?,,
ROW:2|KEY:GENWholesaleDepositorEntityType,GENWholesaleDepositorEntityType,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Is the entity:,Is your company:,,
ROW:2|KEY:GENStructureType,GENStructureType,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Is the entity part of a consolidated group of companies or a fund structure?,Is your company part of a consolidated group of companies or a fund structure?,,
ROW:2|KEY:GENStandalone,GENStandalone,Pronoun Usage,Medium,Uses third-person instead of 'you/your',"Does the entity (on a standalone basis), as at the latest financial year individual accounts have two or more of the following: (1)  income of more than £5.6m?  (2)  total assets (gross) on balance Sheet of more than £2.8m? (3) more than 50 employees? (Please note, we will require evidence of this by way of financial accounts and/or investor report as part of this application.)","Does your company (on a standalone basis), as at the latest financial year individual accounts have two or more of the following: (1)  income of more than £5.6m?  (2)  total assets (gross) on balance Sheet of more than £2.8m? (3) more than 50 employees? (Please note, we will require evidence of this by way of financial accounts and/or investor report as part of this application.)",,
ROW:2|KEY:GENHalfyearStandalone,GENHalfyearStandalone,Pronoun Usage,Medium,Uses third-person instead of 'you/your',"Within the next 6 months, does the entity (on a standalone basis), as at the latest financial year individual accounts expect to have two or more of the following: (1)  income of more than £5.6m?  (2)  total assets (gross) on balance Sheet of more than £2.8m? (3) more than 50 employees? (Please note, we will require evidence of this by way of financial accounts and/or investor report as part of this application.)","Within the next 6 months, does your company (on a standalone basis), as at the latest financial year individual accounts expect to have two or more of the following: (1)  income of more than £5.6m?  (2)  total assets (gross) on balance Sheet of more than £2.8m? (3) more than 50 employees? (Please note, we will require evidence of this by way of financial accounts and/or investor report as part of this application.)",,
ROW:2|KEY:GENStandaloneNetAssetsType,GENStandaloneNetAssetsType,Pronoun Usage,Medium,Uses third-person instead of 'you/your',"Does the entity (on a standalone basis), a) currently have net assets of > £1.4m, (b) is expected to have net assets of > £1.4m within 6 months or (c) have net assets of ≤ £1.4m? (Please note, we will require evidence of (a) by way of financial accounts or investor report (or for (b) - within 6 months).)","Does your company (on a standalone basis), a) currently have net assets of > £1.4m, (b) is expected to have net assets of > £1.4m within 6 months or (c) have net assets of ≤ £1.4m? (Please note, we will require evidence of (a) by way of financial accounts or investor report (or for (b) - within 6 months).)",,
ROW:2|KEY:SPEWholesaleDepositorCorrect,SPEWholesaleDepositorCorrect,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Confirmation that the above Wholesale Depositor confirmation noted by the customer is correct - RD TO COMPLETE,Confirmation that the above Wholesale Depositor confirmation noted by you is correct - RD TO COMPLETE,,
ROW:2|KEY:SPEWholesaleDepositorNotCorrectDetails,SPEWholesaleDepositorNotCorrectDetails,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Please detail why the Wholesale Depositor confirmation noted by the customer is not correct - RD TO COMPLETE,Please detail why the Wholesale Depositor confirmation noted by you is not correct - RD TO COMPLETE,,
ROW:2|KEY:SPEWholesaleDepositorIn6Months,SPEWholesaleDepositorIn6Months,Pronoun Usage,Medium,Uses third-person instead of 'you/your',"If the wholesale depositor has not been met at the time of the account being opened, will it meet the requirement in the next 6 months and is the customer aware that if they do not meet this requirement we may have to close the account(s) in question - RD TO COMPLETE","If the wholesale depositor has not been met at the time of the account being opened, will it meet the requirement in the next 6 months and is you aware that if they do not meet this requirement we may have to close the account(s) in question - RD TO COMPLETE",,
ROW:2|KEY:GENMetFaceToFace,GENMetFaceToFace,Pronoun Usage,Medium,Uses third-person instead of 'you/your',"Have you (or an individual from your wider internal group) met the customer for whom this account relates, face to face and in accordance with local regulation?","Have you (or an individual from your wider internal group) met you for whom this account relates, face to face and in accordance with local regulation?",,
ROW:2|KEY:SPEDirectCustomerMetFaceToFace,SPEDirectCustomerMetFaceToFace,Pronoun Usage,Medium,Uses third-person instead of 'you/your',"Has an RD met the customer for whom this account relates, face to face or via video call?","Has an RD met you for whom this account relates, face to face or via video call?",,
ROW:2|KEY:If_Yes_please_detail_the_name_and_position_of_the_individual_from_your_group_that_has_met_the_customer_including_the_date_the_meeting_was_held,If_Yes_please_detail_the_name_and_position_of_the_individual_from_your_group_that_has_met_the_customer_including_the_date_the_meeting_was_held,Pronoun Usage,Medium,Uses third-person instead of 'you/your',"If Yes, please detail the name and position of the individual from your group that has met the customer including the date the meeting was held.","If Yes, please detail the name and position of the individual from your group that has met you including the date the meeting was held.",,
ROW:2|KEY:If_Yes_please_detail_the_name_and_position_of_the_individual_representing_the_customer_and_the_RBSI_employee_that_met_this_individual_and_include_the_date_the_meeting_was_held,If_Yes_please_detail_the_name_and_position_of_the_individual_representing_the_customer_and_the_RBSI_employee_that_met_this_individual_and_include_the_date_the_meeting_was_held,Pronoun Usage,Medium,Uses third-person instead of 'you/your',"If Yes, please detail the name and position of the individual representing the customer, and the RBSI employee that met this individual, and include the date the meeting was held.","If Yes, please detail the name and position of the individual representing you, and the RBSI employee that met this individual, and include the date the meeting was held.",,
ROW:2|KEY:SPEDirectCustomerGroupIndividualRdName,SPEDirectCustomerGroupIndividualRdName,Pronoun Usage,Medium,Uses third-person instead of 'you/your',RBSI employee who has met the customer,RBSI employee who has met you,,
ROW:2|KEY:SPEDirectCustomerGroupIndividualName,SPEDirectCustomerGroupIndividualName,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Name of individual representing the customer,Name of individual representing you,,
ROW:2|KEY:SPEDirectCustomerGroupIndividualPosition,SPEDirectCustomerGroupIndividualPosition,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Position of individual representing the customer,Position of individual representing you,,
ROW:2|KEY:GEN3rdPartyMetFaceToFace,GEN3rdPartyMetFaceToFace,Pronoun Usage,Medium,Uses third-person instead of 'you/your',"Has a 3rd party (external to your own group), met the customer face to face? ","Has a 3rd party (external to your own group), met you face to face? ",,
